Cluster,Duración Ciclo de Ventas (días),Leads Generados,Oportunidades Abiertas,Contratos Cerrados,Valor del Contrato,Tiempo de Cierre (días)
0,99.83742591024556,376.0931414055885,120.79000846740051,33.315834038950044,892770.9424216766,60.18120237087214
1,144.86435331230285,222.74763406940062,46.23133543638276,10.319663512092534,251102.7097791798,95.2534174553102
2,67.03341013824885,198.76612903225808,39.63940092165899,8.57258064516129,204178.48847926268,44.403225806451616
