Cantidad de Clientes,Recencia (días),Frecuencia Compras,Valor del Contrato
340,392.88823529411764,6.738235294117647,1889823.861764706
1338,582.8251121076233,6.708520179372197,312173.0807174888
1322,231.10665658093797,6.328290468986384,310257.4833585477
