Cluster,Duración Ciclo de Ventas (días),Leads Generados,Oportunidades Abiertas,Contratos Cerrados,Valor del Contrato,Tiempo de Cierre (días)
0,106.60023041474655,385.971198156682,135.35714285714286,40.0979262672811,1102493.8536866358,67.33179723502305
1,103.81332082551594,231.4751407129456,48.56285178236398,10.223264540337711,240817.74061913695,66.4906191369606
