Cluster,Duración Ciclo de Ventas (días),Leads Generados,Oportunidades Abiertas,Contratos Cerrados,Valor del Contrato,Tiempo de Cierre (días)
0,105.22403560830861,261.7036350148368,64.57418397626112,14.31454005934718,341155.57455489616,67.17433234421365
1,99.25986842105263,404.5230263157895,154.38815789473685,59.24013157894737,1811291.6414473683,62.828947368421055
